id,assesslink
10854,
10855,
10856,
10857,
10858,
10859,
10860,
10861,
10862,
10863,
10864,
10865,
10866,
10867,
10868,
10869,
10870,
10871,
10872,
10904,
10905,
10906,
10907,
10908,
10909,
10910,
10911,
10912,
10913,
10914,
10915,
10916,
10917,
10918,
10919,
10920,
10921,
10922,
10923,
10924,
10925,
10926,
10927,
10928,
10929,
10930,
10931,
10932,
10933,
10934,
10935,
10936,11181.0
10937,11183.0
10938,11185.0
10939,19003.0
10940,19009.0
10941,19007.0
10942,19011.0
10943,19005.0
10944,19013.0
10945,19017.0
10946,19019.0
10947,19021.0
10948,19015.0
10949,19023.0
10968,
10969,
10970,
10971,
10972,
10973,
10974,
10975,
10976,
10977,
10978,
10979,
10980,
10981,
10982,
10983,
10984,
10985,
10986,
10987,
10988,
10989,
10990,
10991,
10992,
10993,
10994,
10995,
10996,
10997,
10998,
10999,
11000,
11001,
11002,
11003,
11004,
11005,
11006,
11007,
11008,
11009,
11010,
11011,
11012,
11013,
11014,
11015,
11016,
11017,
11018,
11019,
11020,
11021,
11022,
11023,
11024,
11025,
11026,
11027,
11028,
11029,
11030,
11031,
11032,
11033,
11034,
11035,
11036,
11037,
11038,
11065,
11066,
11067,
11068,
11069,
11070,
11071,
11072,
11073,
11074,
11075,
11076,
11077,9150.0
11078,9152.0
11079,9154.0
11080,9156.0
11081,9158.0
11082,9160.0
11083,9162.0
11084,9164.0
11085,9166.0
11086,9168.0
11087,9170.0
11088,9172.0
11089,9174.0
11090,9176.0
11091,9178.0
11092,9180.0
11093,9182.0
11094,9184.0
11095,9186.0
11096,9188.0
11097,9190.0
11098,9192.0
11099,9194.0
11100,9196.0
11101,9198.0
11102,9200.0
11103,9202.0
11104,19041.0
11105,19043.0
11106,19039.0
11107,19031.0
11108,19045.0
11109,19033.0
11110,19035.0
11111,19047.0
11112,19051.0
11113,19053.0
11114,19037.0
11115,19055.0
11116,19067.0
11117,19057.0
11118,19049.0
11119,19061.0
11120,19065.0
11121,19069.0
11122,19071.0
11123,19073.0
11124,19059.0
11125,19075.0
11126,19063.0
11127,
11128,
11129,
11130,
11131,
11132,
11133,
11134,
11170,
11171,
11172,
11173,
11174,
11175,
11176,
11177,
11178,
11179,
11180,
11181,
11182,
11183,
11184,
11185,
11186,
11187,
11188,
11189,
11190,
11191,
11192,
11193,
11194,
11195,
11196,
11197,
11198,
11199,
11200,
11201,
11202,
11203,
11204,
11205,
11206,
11207,
11208,
11209,
11210,
11211,
11212,
11213,
11214,
11223,
11224,
11225,
11226,
11227,
11228,
11229,
11230,
11231,
11232,
11233,
11234,
11235,
11236,
11237,
11238,
11239,
11240,
11241,
11242,
11243,
11244,
11245,
11246,
11247,
11248,
11249,
11250,
11251,
11252,
11253,
11254,
11255,
11256,
11257,
11258,
11259,
11260,
11261,
11262,
11263,9710.0
11264,9712.0
11265,9714.0
11266,
11267,
11268,
11269,
11270,
11271,
11272,
11273,
11274,
11275,
11276,
11277,
11278,
11279,
11280,
11281,
11282,
11283,
11284,
11285,
11286,
11287,
11288,
11289,
11290,
11291,
11292,
11293,
11294,
11295,
11296,
11297,
11298,
1139,
1140,
1141,
1142,
1143,
1144,
1145,
1146,
1147,
1148,
1149,
1150,
11732,
11733,
11734,
11735,
11736,
11737,
11738,
11739,
11740,
11741,
11742,
11743,
11744,
11745,
11746,
11747,
11748,
11749,
11750,
11751,
11752,
11753,
11754,
11755,
11756,
11757,
11758,
11759,
1176,
11760,
11761,
11762,
11763,
11764,
11765,
11766,
11767,
11768,
11769,
1177,
11770,
11771,
11772,
11773,
11774,
11775,
11776,
11777,
11778,
11779,
1178,
11780,
11781,
11782,
11783,
11784,
11785,
11786,
11787,
11788,
11789,
1179,
11790,
11791,
11792,
11793,
11794,
11795,
11796,
11797,
11798,
11799,
1180,
11800,
11801,
11802,
11803,
11804,
11805,
11806,
11807,
11808,
11809,
1181,
11810,
11811,
11812,
11813,
11814,
11815,
11816,
11817,
11818,
11819,
1182,
11820,
11821,
11822,
11823,
11824,
11825,
11826,
11827,
11828,
11829,
1183,
11830,
11831,
11832,
11833,
11834,9910.0
11835,9911.0
11836,9912.0
11837,9913.0
11838,9914.0
11839,9915.0
1184,
11840,9916.0
11841,9917.0
11842,9918.0
11843,9919.0
11844,9920.0
11845,9921.0
11846,9922.0
11847,9923.0
11848,9924.0
11849,9925.0
11850,9926.0
11851,9927.0
11852,9928.0
11853,9929.0
11854,9930.0
11855,9931.0
11856,9932.0
11857,9933.0
11858,9934.0
11859,9935.0
11860,9936.0
11861,9937.0
11862,9938.0
11863,9939.0
11864,9940.0
11865,9941.0
11866,9942.0
11867,9943.0
11868,9944.0
11869,9945.0
11870,9946.0
11871,9947.0
11872,9948.0
11873,9949.0
11874,9950.0
11875,9951.0
11876,9952.0
11877,9953.0
11878,9954.0
11879,9955.0
11880,9956.0
11881,9957.0
11882,9958.0
11883,9959.0
11884,9960.0
11885,9961.0
11886,
11887,
11888,
11889,
11890,
11891,
11950,
11951,
11952,
11953,
11954,
11955,
11956,
11957,
11958,
11959,
11960,
11961,
11962,
11963,
11964,
11965,
11966,
11967,
1211,
1212,
12123,
12124,
12125,
12126,
12127,
12128,
12129,
1213,
12130,
12131,
12132,
12133,
12134,
12135,
12136,
12137,
12138,
12139,
12140,
12141,
12142,
1215,
12156,
12157,
12158,
12159,
1216,
12160,
12161,
12162,
1217,
12177,
12178,
12179,
12180,
12181,
12182,
12183,
12184,
12185,
12186,
12187,
12188,
12189,
12190,
12191,
12192,
12193,
12194,
12195,
12196,
12197,
12198,
12199,
12200,
12201,
12202,
12203,
12204,
12205,
12206,
12207,
12208,
12209,
12210,
12211,
12212,
12213,
12214,
12215,
12216,
12217,
12218,
12219,
12220,
12221,
12222,
12223,
12224,
12225,
12226,
12227,
12228,
12229,
12230,
12231,
12232,
12233,
12234,
12235,
12236,
12237,
12238,
12239,
12240,
12241,
12242,
12243,
12244,
12245,
12246,
12247,
12248,
12249,
12250,
12251,
12252,
12253,
12254,
12255,
12256,
12257,
12258,
12259,
12260,
12261,
12262,
12263,
12264,
12265,
12266,
12267,
12268,
12269,
12270,
12271,
12272,
12273,
12274,
12275,
12276,
12277,
12278,
12279,
12280,
12281,
12282,
12283,
12284,
12285,
12286,
12287,
12288,
12289,
12290,
12291,
12292,
12293,
12294,
12295,
12386,
12387,
12388,
12389,
12390,
12391,
12392,
12393,
12394,
12395,
12396,
12397,
12398,
12399,
12400,
12401,
12402,
12403,
12404,
12405,
12406,
12407,
12408,
12409,
12410,
12411,
12412,
12413,
12414,
12415,
12416,
12417,
12418,
12419,
12420,
12421,
12422,
12423,
12424,
12425,
12426,
12427,
12428,
12429,
12430,
12431,
12432,
12433,
12434,
12435,
12436,
12437,
12438,
12439,
12440,
12441,
12442,
12443,
12444,
12445,
12446,
12447,
12448,
12449,
12450,
12451,
12452,
12453,
12454,
12455,
12456,
12457,
12458,
12459,
12460,
12461,
12462,
12471,
12472,
12473,
12474,
12475,
12476,
12477,
12478,
12479,
12480,
12481,
12482,
12483,
12484,
12485,
12486,
12487,
12488,
12489,
12490,
12491,
12492,
12493,
12494,
12495,
12496,
12497,
12498,
12499,
12500,
12501,
12502,
12503,
12504,
12505,
12506,
12507,
12508,
12509,
12510,
12511,
12512,
12513,
12514,
12515,
12516,
12517,
12518,
12519,
12520,
12521,
12522,
12523,
12524,
12525,
12526,
12527,
12528,
12529,
12530,
12531,
12532,
12533,
12534,
12535,
12536,
12537,
12538,
12539,
12540,
12541,
12542,
12543,
12544,
12545,
12546,
12547,
12548,
12549,
12550,
12551,
12552,
12553,
12554,
12555,
12556,
12557,
12558,
12559,
12560,
12561,
12562,
12563,
12564,
12565,
12566,
12567,
12568,
12569,
12570,
12571,
12572,
12573,
12574,
12575,
12576,
12577,
12578,
12579,
12580,
12581,
12582,
12583,
12584,
12585,
12586,
12587,
12588,
12589,
12590,
12591,
12592,
12593,
12594,
12595,
12596,
12597,
12598,
12599,
12600,
12601,
12602,
12603,
12604,
12605,
12606,
12607,
12608,
12609,
12610,
12611,
12612,
12613,
12614,
12615,
12616,
12617,
12618,
12619,
12620,
12621,
12622,
12623,
12624,
12625,
12626,
12701,11563.0
12702,11565.0
12703,11567.0
12704,11569.0
12705,11571.0
12706,11573.0
12707,11575.0
12708,11577.0
12709,11579.0
12710,11581.0
12711,11583.0
12712,11585.0
12713,11587.0
12714,11589.0
12715,11591.0
12716,11593.0
12717,11595.0
12718,11597.0
12719,11599.0
12720,11601.0
12721,11603.0
12721,11603.0
12721,11603.0
12721,11603.0
12721,11603.0
12721,11603.0
12721,11603.0
12721,11603.0
12721,11603.0
12721,11603.0
12721,11603.0
12721,11603.0
12721,11603.0
12721,11603.0
12721,11603.0
12721,11603.0
12722,11605.0
12722,11605.0
12722,11605.0
12722,11605.0
12722,11605.0
12722,11605.0
12722,11605.0
12722,11605.0
12722,11605.0
12722,11605.0
12722,11605.0
12722,11605.0
12722,11605.0
12722,11605.0
12722,11605.0
12722,11605.0
12723,11607.0
12724,11609.0
12725,11611.0
12726,11613.0
12727,11615.0
12728,11617.0
12729,
12730,
12731,
12732,
12733,
12734,
12735,
12736,
12737,
12738,
12739,
12740,
12741,
12742,
12743,
12744,
12745,
12746,
12747,
12748,
12749,
12750,
12751,
12752,
12753,
12754,
12755,
12756,
12757,
12758,
12759,
12760,
12761,
12762,
12763,
12764,
12765,
12766,
12767,
12768,
12769,
12770,
12771,
12772,
12773,
12774,
12775,
12776,
12777,
12778,
12779,
12780,
12781,
12782,
12783,
12784,
12785,
12786,
12787,
12788,
12789,
12790,
12791,
12792,
12793,
12794,
12795,
12796,
12797,
12798,
12799,
12800,
12801,
12802,
12803,
12804,
12805,
12806,
12807,
12808,
12809,
12810,
12811,
12812,
12813,
12814,
12815,
12816,
12817,
12818,
12819,
12820,
12821,
12822,
12823,
12824,
12825,
12826,
12827,
12828,
12829,
12830,
12831,
12832,
12833,
12834,
12835,
12836,
12837,
12838,
12839,
12840,
12841,
12842,
12843,
12844,
12845,
12846,
12847,
12848,
12849,
12850,
12851,
12852,
12853,
12854,
12855,
12856,
12857,
12858,
12859,
12860,
12861,
12862,
12863,
12864,
12865,
12866,
12867,
12868,
12869,
12870,
12871,
12872,
12873,
12874,
12875,
12876,
12877,
12878,
12879,
12880,
12881,
12882,
12883,
12884,
12885,
12886,
12887,
12888,
12889,
12890,
12891,
12892,
12893,
12894,
12895,
12896,
12897,
12898,
12899,
12900,
12901,
12902,
12903,
12904,
12905,
12906,
12907,
12908,
12909,
12910,
12911,
12912,
12913,
12914,
12915,
12916,
12917,
12918,
12919,
12920,
12921,
12922,
12923,
12924,
12925,
12926,
12927,
12928,
12929,
12930,
12931,
12932,
12933,
12934,
12935,
12936,
12937,
12938,
12939,
12940,
12941,
12942,
12943,
12944,
12945,
12946,
12947,
12948,
12949,
12950,
12951,
12952,
12953,
12954,
12955,
12956,
12957,
12959,
12960,
12961,
12962,
12963,
12964,
1304,
1305,
1306,
1307,
1308,
1309,
1310,
1311,
1312,
1313,
1314,
1315,
1316,
1317,
1318,
1319,
1320,
1321,
1322,
1323,
1324,
1325,
1326,
1327,
1328,
1329,
1330,
1331,
1332,
1333,
1334,
1335,
13359,
1336,
13360,
13361,
13362,
13363,
13364,
13365,
13366,
13367,
13368,
13369,
1337,
13370,
13371,
13372,
13373,
13374,
13375,
13376,
13377,
13378,
13379,
1338,
13380,
13381,
13382,
13383,
13384,
13385,
13386,
13387,
13388,
13389,
1339,
13390,
13391,
13392,
13393,
13394,
13395,
13396,
13397,
13398,
13399,
1340,
13400,
13401,
13402,
13403,
13404,
13405,
13406,
13407,
13408,
13409,
1341,
13410,
13411,
13412,
13413,
13414,
13415,
13416,
13417,
13418,
13419,
1342,
13420,
13421,
13422,
13423,
13424,
13425,
13426,
13427,
13428,
13429,
1343,
13430,
13431,
13432,
13433,
13434,
13435,
13436,
13437,
13438,14957.0
13439,14955.0
1344,
13440,14958.0
13441,14956.0
13442,14960.0
13443,14961.0
13444,14969.0
13445,14966.0
13446,14963.0
13447,14959.0
13448,14967.0
13449,14962.0
1345,
13450,14964.0
13451,14965.0
13452,14971.0
13453,14968.0
13454,14970.0
13455,
13456,
13457,
13458,
13459,
1346,
13460,
13461,
13462,
13463,
13464,
13465,
13466,
13467,
13468,
13469,
1347,
13470,
13471,
13472,
13473,
13474,
13475,
13476,
13477,
13478,
13479,
1348,
13480,
13481,
13482,
13483,
13484,
13485,
13486,
13487,
13488,
13489,
1349,
13490,
13491,
13492,
13493,
13494,
13495,
13496,
13497,
13498,
13499,
1350,
13500,
13501,
13502,
13503,
13504,
13505,
13506,
13507,
13508,
13509,
1351,
13510,
13511,
13512,
13513,
13514,
13515,
13516,
13517,
13518,
13519,
1352,
13520,
13521,
13522,
13523,
13524,
13525,
13526,
13527,
13528,
13529,
1353,
13530,
13531,
13532,
13533,
13534,
13535,
13536,
13537,
13538,
13539,
1354,
13540,
13541,
13542,
13543,
13544,
13545,
13546,
13547,
13548,
13549,
1355,
13550,
13551,
13552,
13553,
13554,
13555,
13556,
13557,
13558,
13559,
1356,
13560,
13561,
13562,
13563,
13564,
13565,
13566,
13567,
13568,
13569,
1357,
13570,
13571,
13572,
13573,
13574,
13575,
13576,
13577,
13578,
13579,
1358,
13580,
13581,
13582,
13583,
13584,
13585,
13586,
13587,
13588,
13589,
1359,
13590,
13591,
13592,
13593,
13594,
13595,
13596,
13597,
13598,
13599,
1360,
13600,
13601,
13602,
13603,
13604,
13605,
13606,
13607,
13608,
13609,
1361,
13610,
13611,
13612,
13613,
13614,
13615,
13616,
13617,
13618,
13619,
1362,
13620,
13621,
13622,
13623,
13624,
13625,
13626,
13627,
13628,
13629,
1363,
13630,
13631,
13632,
13633,
13634,
13635,
13636,
13637,
13638,
13639,
1364,
13640,
13641,
13642,
13643,
13644,
13645,
13646,
13647,
13648,
13649,
1365,
13650,
13651,
13652,
13653,
13654,
13655,
13656,
13657,
13658,
13659,
1366,
13660,
13661,
13662,
13663,
13664,
13665,
13666,
13667,
13668,
13669,
1367,
13670,
13671,
13672,
13673,
13674,
13675,
13676,
13677,
13678,
13679,
1368,
13680,
13681,
13682,
13683,
13684,
13685,
13686,
13687,
13688,
13689,
1369,
13690,
13691,
13692,
13693,
13694,
13695,
13696,
13697,
13698,
13699,
1370,
13700,
13701,
13702,
13703,
13704,
13705,
13706,
13707,
13708,
13709,
1371,
13710,
13711,
13712,
13713,
13714,
13715,
13716,
13717,
13718,
13719,
1372,
13720,
13721,
13722,
13723,
13724,
13725,
13726,
13727,
13728,
13729,
1373,
13730,
13731,
13732,
13733,
13734,
13735,
13736,
13737,
13738,
13739,
1374,
13740,
13741,
13742,
13743,
13744,
13745,
13746,
13747,
13748,
13749,
1375,
13750,
13751,
13752,
13753,
13754,
13755,
13756,
13757,
13758,
13759,
1376,
13760,
13761,
13762,
13763,
13764,
13765,
13766,
13767,
13768,
13769,
1377,
13770,
13771,
13772,
13773,
13774,
13775,
13776,
13777,
13778,
13779,
1378,
13780,
13781,
13782,
13783,
13784,
13785,
13786,
13787,
13788,
13789,
1379,
13790,
13791,
13792,
13793,
13794,
13795,
13796,
13797,
13798,
13799,
1380,
13800,
13801,
13802,
13803,
13804,
13805,
13806,
13807,
13808,
13809,
1381,
13810,
13811,
13812,
13813,
13814,
13815,
13816,
13817,
13818,
13819,
1382,
13820,
13821,
13822,
13823,
13824,
13825,
13826,
13827,
13828,
13829,
1383,
13830,
13831,
13832,
13833,
13834,
13835,
13836,
13837,
13838,
13839,
1384,
13840,
13841,
13842,
13843,
13844,
13845,
13846,
13847,
13848,
13849,
1385,
13850,
13851,
13852,
13853,
13854,
13855,
13856,
13857,
13858,
13859,
1386,
13860,
13861,
13862,
13863,
13864,
13865,
13866,
13867,
13868,
13869,
1387,
13870,
13871,
13872,
13873,
13874,
13875,
13876,
13877,
13878,
13879,
1388,
13880,
13881,
13882,
13883,
13884,
13885,
13886,
13887,
13888,
13889,
1389,
13890,
13891,
13892,
13893,
13894,
13895,
13896,
13897,
13898,
13899,
1390,
13900,
13901,
13902,
13903,
13904,
13905,
13906,
13907,
13908,
13909,
1391,
13910,
13911,
13912,
13913,
13914,
13915,
13916,
13917,
13918,
13919,
1392,
13920,
13921,
13922,
13923,
13924,
13925,
13926,
13927,
13928,
13929,
1393,
13930,
13931,
13932,
13933,
13934,
13935,
13936,
13937,
13938,
13939,
1394,
13940,
13941,
13942,
13943,
13944,
13945,
13946,
13947,
13948,
13949,
1395,
13950,
13951,
13952,
13953,
13954,
13955,
13956,
13957,
13958,
13959,
1396,
13960,
13961,
13962,
13963,
13964,
13965,
13966,
13967,
13968,
13969,
1397,
13970,
13971,
13972,
13973,
13974,
13975,
13976,
13977,
13978,
13979,
1398,
13980,
13981,
13982,
13983,
13984,
13985,
13986,
13987,
13988,
13989,
1399,
13990,
13991,
13992,
13993,
13994,
13995,
13996,
13997,
13998,
13999,
1400,
14000,
14001,
14002,
14003,
14004,
14005,
14006,
14007,
14008,
14009,
1401,
14010,
14011,
14012,
14013,
14014,
14015,
14016,
14017,
14018,
14019,
14020,
14021,
14022,
14023,
14024,
14025,
14026,
14027,
14028,
14029,
14030,
14031,
14032,
14033,
14034,
14035,
14036,
14037,
14038,
14039,
1404,
14040,
14041,
14042,
14043,
14044,
14045,
14046,
14047,
14048,
14049,
1405,
14050,
14051,
14052,
14053,
14054,
14055,
14056,
14057,
14058,
14059,
1406,
14060,
14061,
14062,
14063,
14064,
14065,
14066,
14067,
14068,
14069,
1407,
14070,
14071,
14072,
14073,
14074,
14075,
14076,
14077,
14078,
14079,
1408,
14080,
14081,
14082,
14083,
14084,
14085,
14086,
14087,
14088,
14089,
1409,
14090,
14091,
14092,
14093,
14094,
14095,
14096,
14097,
14098,
14099,
14100,
14101,
14102,
14103,
14104,
14105,
14106,
14107,
14108,
14109,
14110,
14111,
14112,
14113,
14114,
14115,
14116,
14117,
14118,
14119,
14120,
14121,
14122,
14123,
14124,
14125,
14126,
14127,
14128,
14129,
14130,
14131,
14132,
14133,
14134,
14135,
14136,
14137,
14138,
14139,
14140,
14141,
14142,
14143,
14144,
14145,
14146,
14147,
14148,
14149,
14150,
14151,
14152,
14153,
14154,
14155,
14156,
14157,
14158,
14159,
14160,
14161,
14162,
14163,
14164,
14165,
14166,
14167,
14168,
14169,
14170,
14171,
14172,
14173,
14174,
14175,
14176,
14177,
14178,
14179,
14180,
14181,
14182,
14183,
14184,
14185,
14186,
14187,
14188,
14189,
14190,
14191,
14192,
14193,
14194,
14195,
14196,
14197,
14198,
14199,
14200,
14201,
14202,
14203,
14204,
14205,
14206,
14207,
14208,
14209,
14210,
14211,
14212,
14213,
14214,
14215,
14216,
14217,
14218,
14219,
14220,
14221,
14222,
14223,
14224,
14225,
14226,
14227,
14228,
14229,
14230,
14231,
14232,
14233,
14234,
14235,
14236,
14237,
14238,
14239,
14240,
14241,
14242,
14243,
14244,
14245,
14246,
14247,
14248,
14249,
14250,
14251,
14252,
14253,
14254,
14255,
14256,
14257,
14258,
14259,
1426,
14260,
14261,
14262,
14263,
14264,
14265,
14266,
14267,
14268,
14269,
14270,
14271,
14272,
14273,
14274,
14275,
14276,
14277,
14278,
14279,
14280,
14281,
14282,
14283,
14284,
14285,
14286,
14287,
14288,
14289,
14290,
14291,
14292,
14293,
14294,
14295,
14296,
14297,
14298,
14299,
14300,
14301,
14302,
14303,
14304,
14305,
14306,
14307,
14308,
14309,
14310,
14311,
14312,
14313,
14314,
14315,
14316,
14317,
14318,
14319,
14320,
14321,
14322,
14323,
14324,
14325,
14326,
14327,
14328,
14329,
14330,
14331,
14332,
14333,
14334,
14335,
14336,
14337,
14338,
14339,
14340,
14341,
14342,
14343,
14344,
14345,
14346,
14347,
14348,
14349,
14350,
14351,
14352,
14353,
14354,
14355,
14356,
14357,
14358,
14359,
14360,
14361,
14362,
14363,
14364,
14365,
14366,
14367,
14368,
14369,
14370,
14371,
14372,
14373,
14374,
14375,
14376,
14377,
14378,
14379,
14380,
14381,
14382,
14383,
14384,
14385,
14386,
14387,
14388,
14389,
14390,
14391,
14392,
14393,
14394,
14395,
14396,
14397,
14398,
14399,
14400,
14401,
14402,
14403,
14404,
14405,
14406,
14407,
14408,
14409,
14410,
14411,
14412,
14413,
14414,
14415,
14416,
14417,
14418,
14419,
14420,
14421,
14422,
14423,
14424,
14425,
14426,
14427,
14428,
14429,
1443,
14430,
14431,
14432,
14433,
14434,
14435,
14436,
14437,
14438,
14439,
1444,
14440,
14441,
14442,
14443,
14444,
14445,
14446,
14447,
14448,
14449,
14450,
14451,
14452,
14453,
14454,
14455,
14456,
14457,
14458,
14459,
14460,
14461,
14462,
14463,
14464,
14465,
14466,
14467,
14468,
14469,
14470,
14471,
14472,
14473,
14474,
14475,
14476,
14477,
14478,
14479,
14480,
14481,
14482,
14483,
14484,
14485,
14486,
14487,
14488,
14489,
14490,
14491,
14492,
14493,
14494,
14495,
14496,
14497,
14498,
14499,
1450,
14500,
14501,
14502,
14503,
14504,
14505,
14506,
14507,
14508,
14509,
1451,
14510,
14511,
14512,
14513,
14514,
14515,
14516,
14517,
14518,
14519,
1452,
14520,
14521,
14522,
14523,
14524,
14525,
14526,
14527,
14528,
14529,
1453,
14530,
14531,
14532,
14533,
14534,
14535,
14536,
14537,
14538,
14539,
1454,
14540,
14541,
14542,
14543,
14544,
14545,
14546,
14547,
14548,
14549,
1455,
14550,
14551,
14552,
14553,
14554,
14555,
14556,
14557,
14558,
14559,
1456,
14560,
14561,
14562,
14563,
14564,
14565,
14566,
14567,
14568,
14569,
1457,
14570,
14571,
14572,
14573,
14574,
14575,
14576,
14577,
14578,
14579,
1458,
14580,
14581,
14582,
14583,
14584,
14585,
14586,
14587,
14588,
14589,
1459,
14590,
14591,
14592,
14593,
14594,
14595,
14596,
14597,
14598,
14599,
1460,
14600,
14601,
14602,
14603,
14604,
14605,
14606,
14607,
14608,
14609,
1461,
14610,
14611,
14612,
14613,
14614,
14615,
14616,
14617,
14618,
14619,
1462,
14620,
14621,
14622,
14623,
14624,
14625,
14626,
14627,
14628,
14629,
1463,
14630,
14631,
14632,
14633,
14634,
14635,
14636,
14637,
14638,
14639,
1464,
14640,
14641,
14642,
14643,
14644,
14645,
14646,
14647,
14648,
14649,
1465,
1465,
14650,
14651,
14652,
14653,
14654,
14655,
14656,
14657,
14658,
14659,
1466,
1466,
14660,
14661,
14662,
14663,
14664,
14665,
14666,
14667,
14668,
14669,
1467,
1467,
14670,
14671,
14672,
14673,
14674,
14675,
14676,
14677,
14678,
14679,
1468,
1468,
14680,
14681,
14682,
14683,
14684,
14685,
14686,
14687,
14688,
14689,
1469,
14690,
14691,
14692,
14693,
14694,
14695,
14696,
14697,
14698,
14699,
1470,
14700,
14701,
14702,
14703,
14704,
14705,
14706,
14707,
14708,
14709,
1471,
14710,
14711,
14712,
14713,
14714,
14715,
14716,
14717,
14718,
14719,
1472,
14720,
14721,
14722,
14723,
14724,
14725,
14726,
14727,
14728,
14729,
1473,
14730,
14731,
14732,
14733,
14734,
14735,
14736,
14737,
14738,
14739,
1474,
14740,
14741,
14742,
14743,
14744,
14745,
14746,
14747,
14748,
14749,
1475,
14750,
14751,
14752,
14753,
14754,
14755,
14756,
14757,
14758,
14759,
1476,
14760,
14761,
14762,
14763,
14764,
14765,
14766,
14767,
14768,
14769,
1477,
14770,
14771,
14772,
14773,
14774,
14775,
14776,
14777,
14778,
14779,
1478,
14780,
14781,
14782,
14783,
14784,
14785,
14786,
14787,
14788,
14789,
1479,
14790,
14791,
14792,
14793,
14794,
14795,
14796,
14797,
14798,
14799,
1480,
14800,
14801,
14802,
14803,
14804,
14805,
14806,
14807,
14808,
14809,
1481,
14810,
14811,
14812,
14813,
14814,
14815,
14816,
14817,
14818,
14819,
1482,
14820,
14821,
14822,
14823,
14824,
14825,
14826,
14827,
14828,
14829,
1483,
14830,
14831,
14832,
14833,
14834,
14835,
14836,
14837,
14838,
14839,
1484,
14840,
14841,
14842,
14843,
14844,
14845,
14846,
14847,
14848,
14849,
1485,
14850,
14851,
14852,
14853,
14854,
14855,
14856,
14857,
14858,
14859,
1486,
14860,
14861,
14862,
14863,
14864,
14865,
14866,
14867,
14868,
14869,
1487,
14870,
14871,
14872,
14873,
14874,
14875,
14876,
14877,
14878,
14879,
1488,
14880,
14881,
14882,
14883,
14884,
14885,
14886,
14887,
14888,
14889,
1489,
14890,
14891,
14892,
14893,
14894,
14895,
14896,
14897,
14898,
14899,
1490,
14900,
14901,
14902,
14903,
14904,
14905,
14906,
14907,
14908,
14909,
1491,
14910,
14911,
14912,
14913,
14914,
14915,
14916,
14917,
14918,
14919,
1492,
14920,
14921,
14922,
14923,
14924,
14925,
14926,
14927,
14928,
14929,
1493,
14930,
14931,
14932,
14933,
14934,
14935,
14936,
14937,
14938,
14939,
1494,
14940,
14941,
14942,
14943,
14944,
14945,
14946,
14947,
14948,
14949,
1495,
14950,
14951,
14952,
14953,
14954,
14955,
14956,
14957,
14958,
14959,
1496,
14960,
14961,
14962,
14963,
14964,
14965,
14966,
14967,
14968,
14969,
1497,
14970,
14971,
14972,
14973,
14974,
14975,
14976,
14977,
14978,
14979,
1498,
14980,
14981,
14982,
14983,
14984,
14985,
14986,
14987,
14988,
14989,
1499,
14990,
14991,
14992,
14993,
14994,
14995,
14996,
14997,
14998,
14999,
1500,
15000,
15001,
15002,
15003,
15004,
15005,
15006,
15007,
15008,
15009,
1501,
15010,
15011,
15012,
15013,
15014,
15015,
15016,
